Code;Libellé;Médiane du niveau de vie 2021
74313;Vovray-en-Bornes;36590
74314;Vulbens;37180
74315;Yvoire;37020
75056;Paris;29730
76001;Allouville-Bellefosse;24640
76002;Alvimare;22790
76004;Ambrumesnil;24110
76005;Amfreville-la-Mi-Voie;22480
76006;Amfreville-les-Champs;22740
76007;Anceaumeville;25620
76008;Ancourt;25220
76009;Ancourteville-sur-Héricourt;22540
76010;Ancretiéville-Saint-Victor;24340
76011;Ancretteville-sur-Mer;23160
76012;Angerville-Bailleul;24200
76013;Angerville-la-Martel;23290
76014;Angerville-l'Orcher;26010
76015;Angiens;23560
76016;Anglesqueville-la-Bras-Long;25320
76017;Anglesqueville-l'Esneval;25690
76018;Val-de-Saâne;22650
76019;Anneville-sur-Scie;23880
76020;Anneville-Ambourville;23630
76021;Annouville-Vilmesnil;24160
76022;Anquetierville;25820
76023;Anvéville;22930
76024;Ardouval;24410
76025;Argueil;20060
76026;Arques-la-Bataille;20840
76028;Aubéguimont;18000
76029;Aubermesnil-aux-Érables;21080
76030;Aubermesnil-Beaumais;22390
76032;Auberville-la-Manuel;22980
76033;Auberville-la-Renault;23530
76034;Val-de-Scie;21440
76035;Aumale;20100
76036;Auppegard;23640
76038;Authieux-Ratiéville;25840
76039;Les Authieux-sur-le-Port-Saint-Ouen;31250
76040;Autigny;22900
76041;Les Hauts-de-Caux;24050
76042;Auvilliers;23340
76043;Auzebosc;24950
76045;Auzouville-l'Esneval;23770
76046;Auzouville-sur-Ry;24050
76047;Auzouville-sur-Saâne;19860
76048;Avesnes-en-Bray;22990
76049;Avesnes-en-Val;19680
76050;Avremesnil;23000
76051;Bacqueville-en-Caux;21160
76052;Bailleul-Neuville;21870
76053;Baillolet;23170
76054;Bailly-en-Rivière;21360
76055;Baons-le-Comte;26110
76056;Bardouville;23750
76057;Barentin;21650
76058;Baromesnil;22110
76059;Bazinval;21190
76060;Beaubec-la-Rosière;21510
76062;Beaumont-le-Hareng;23300
76063;Beauval-en-Caux;25500
76064;Beaurepaire;27950
76065;Beaussault;20190
76066;Beautot;23110
76067;Beauvoir-en-Lyons;22070
76068;Bec-de-Mortagne;23800
76069;Belbeuf;30040
76070;Bellencombre;21430
76071;Bellengreville;21890
76072;Belleville-en-Caux;24010
76074;La Bellière;N/A - résultat non disponible
76075;Belmesnil;23970
76076;Bénarville;22510
76077;Bénesville;22630
76079;Bénouville;23900
76082;Bernières;25160
76083;Bertheauville;21270
76084;Bertreville;22090
76085;Bertreville-Saint-Ouen;25720
76086;Bertrimont;22380
76087;Berville-en-Caux;22780
76088;Berville-sur-Seine;22190
76090;Beuzeville-la-Grenier;24330
76091;Beuzeville-la-Guérard;22640
76092;Beuzevillette;24650
76093;Bézancourt;22650
76094;Bierville;25510
76095;Bihorel;25600
76096;Biville-la-Baignarde;23080
76097;Biville-la-Rivière;21130
76099;Blacqueville;25470
76100;Blainville-Crevon;26450
76101;Blangy-sur-Bresle;19680
76103;Bonsecours;26900
76104;Blosseville;22460
76105;Le Bocasse;25090
76106;Bois-d'Ennebourg;27600
76107;Bois-Guilbert;21940
76108;Bois-Guillaume;32370
76109;Bois-Héroult;23690
76110;Bois-Himont;23180
76111;Bois-l'Évêque;26120
76112;Le Bois-Robert;23840
76113;Boissay;24060
76114;Bolbec;18770
76115;Bolleville;23470
76116;Boos;25620
76117;Bordeaux-Saint-Clair;23890
76118;Bornambusc;26220
76119;Bosc-Bérenger;22960
76120;Bosc-Bordel;23270
76121;Bosc-Édeline;23800
76122;Callengeville;21610
76123;Bosc-Guérard-Saint-Adrien;29050
76124;Bosc-Hyons;22930
76125;Bosc-le-Hard;21800
76126;Bosc-Mesnil;22160
76128;Bosville;22380
76129;Boudeville;22640
76130;Bouelles;23130
76131;La Bouille;23950
76132;Bourdainville;23480
76133;Le Bourg-Dun;23030
76134;Bourville;19970
76135;Bouville;25380
76136;Brachy;21380
76138;Bracquetuit;23800
76139;Bradiancourt;21450
76140;Brametot;18120
76141;Bréauté;23500
76142;Brémontier-Merval;24240
76143;Bretteville-du-Grand-Caux;25250
76144;Bretteville-Saint-Laurent;23630
76146;Buchy;23440
76147;Bully;23500
76148;Bures-en-Bray;21380
76149;Butot;25210
76151;Cailleville;24240
76152;Cailly;24210
76153;Calleville-les-Deux-Églises;22320
76154;Campneuseville;22150
76155;Canehan;22070
76156;Canouville;21940
76157;Canteleu;18480
76158;Canville-les-Deux-Églises;21500
76159;Cany-Barville;20520
76160;Carville-la-Folletière;25030
76161;Carville-Pot-de-Fer;24600
76162;Le Catelier;23250
76163;Catenay;26200
76164;Rives-en-Seine;22670
76165;Caudebec-lès-Elbeuf;19660
76166;Le Caule-Sainte-Beuve;21100
76167;Cauville-sur-Mer;28760
76168;Les Cent-Acres;N/A - résultat non disponible
76169;La Cerlangue;25950
76170;La Chapelle-du-Bourgay;21870
76171;La Chapelle-Saint-Ouen;22160
76172;La Chapelle-sur-Dun;26080
76173;La Chaussée;24360
76174;Cideville;24850
76175;Clais;21820
76176;Clasville;23730
76177;Claville-Motteville;24390
76178;Cléon;19240
76179;Clères;24640
76180;Cleuville;24090
76181;Cléville;21580
76182;Cliponville;24530
76183;Colleville;22920
76184;Colmesnil-Manneville;25990
76185;Compainville;20690
76186;Conteville;20870
76187;Contremoulins;26050
76188;Cottévrard;23050
76189;Crasville-la-Mallet;26440
76190;Crasville-la-Rocquefort;20770
76192;Criel-sur-Mer;22720
76193;La Crique;23550
76194;Criquebeuf-en-Caux;23740
76195;Criquetot-le-Mauconduit;20380
76196;Criquetot-l'Esneval;24020
76197;Criquetot-sur-Longueville;25860
76198;Criquetot-sur-Ouville;24110
76199;Criquiers;20720
76200;Critot;24310
76201;Croisy-sur-Andelle;21980
76202;Croixdalle;20340
76203;Croix-Mare;24330
76204;Cropus;22050
76205;Crosville-sur-Scie;23960
76206;Cuverville;26250
76207;Cuverville-sur-Yères;23630
76208;Cuy-Saint-Fiacre;22920
76209;Dampierre-en-Bray;21960
76210;Dampierre-Saint-Nicolas;21840
76211;Dancourt;20300
76212;Darnétal;19340
76213;Daubeuf-Serville;21620
76214;Dénestanville;23040
76216;Déville-lès-Rouen;19820
76217;Dieppe;18850
76218;Doudeauville;21660
76219;Doudeville;20530
76220;Douvrend;20720
76221;Drosay;25510
76222;Duclair;22810
76223;Écalles-Alix;24340
76224;Écrainville;25230
76225;Écretteville-lès-Baons;23870
76226;Écretteville-sur-Mer;24610
76227;Ectot-l'Auber;25520
76228;Ectot-lès-Baons;24690
76229;Elbeuf-en-Bray;23110
76230;Elbeuf-sur-Andelle;24660
76231;Elbeuf;17120
76232;Életot;21350
76233;Ellecourt;23510
76234;Émanville;24530
76235;Envermeu;22020
76236;Envronville;22900
76237;Épinay-sur-Duclair;23170
76238;Épouville;25290
76239;Épretot;27050
76240;Épreville;23640
76241;Ermenouville;22950
76242;Ernemont-la-Villette;24180
76243;Ernemont-sur-Buchy;24080
76244;Esclavelles;24120
76245;Eslettes;26020
76247;Esteville;24530
76249;Étaimpuis;23640
76250;Étainhus;25560
76251;Étalleville;21950
76252;Étalondes;23900
76253;Étoutteville;24970
76254;Étretat;23330
76255;Eu;21700
76257;Fallencourt;17920
76258;Terres-de-Caux;23120
76259;Fécamp;19850
76260;Ferrières-en-Bray;21400
76261;La Ferté-Saint-Samson;22900
76262;Fesques;23210
76263;La Feuillie;22230
76264;Flamanville;24320
76265;Flamets-Frétils;20670
76266;Flocques;22520
76268;Fongueusemare;21920
76269;Fontaine-en-Bray;22120
76270;Fontaine-la-Mallet;30880
76271;Fontaine-le-Bourg;24370
76272;Fontaine-le-Dun;20750
76273;Fontaine-sous-Préaux;28460
76274;La Fontelaye;N/A - résultat non disponible
76275;Fontenay;27130
76276;Forges-les-Eaux;20540
76278;Foucarmont;19610
76279;Foucart;23250
76280;Fréauville;22200
76281;La Frénaye;24930
76282;Freneuse;26440
76283;Fresles;23830
76284;Fresnay-le-Long;23620
76285;Fresne-le-Plan;28340
76286;Fresnoy-Folny;21030
76287;Fresquiennes;26930
76288;Freulleville;21710
76289;Saint Martin de l'If;23490
76290;Frichemesnil;24210
76291;Froberville;23590
76292;Fry;22750
76293;Fultot;21030
76294;La Gaillarde;21710
76295;Gaillefontaine;19270
76296;Gainneville;26040
76297;Gancourt-Saint-Étienne;21210
76298;Ganzeville;26120
76299;Gerponville;20800
76300;Gerville;24950
76302;Goderville;23180
76303;Gommerville;27910
76304;Gonfreville-Caillot;24830
76305;Gonfreville-l'Orcher;20470
76306;Gonnetot;22320
76307;Gonneville-la-Mallet;24010
76308;Gonneville-sur-Scie;22050
76309;Gonzeville;25040
76311;Goupillières;24980
76312;Gournay-en-Bray;19390
76313;Gouy;28970
76314;Graimbouville;27000
76315;Grainville-la-Teinturière;21990
76316;Grainville-sur-Ry;25390
76317;Grainville-Ymauville;23420
76318;Grand-Camp;26250
76319;Grand-Couronne;21100
76320;Grandcourt;20200
76321;Les Grandes-Ventes;21310
76322;Le Grand-Quevilly;20510
76323;Graval;22130
76324;Grèges;22930
76325;Grémonville;22880
76327;Greuville;22940
76328;Grigneuseville;23080
76329;Gruchet-le-Valasse;21670
76330;Gruchet-Saint-Siméon;25100
76331;Grugny;23580
76332;Grumesnil;20050
76333;Guerville;22440
76334;Gueures;21200
76335;Gueutteville;N/A - résultat non disponible
76336;Gueutteville-les-Grès;24860
76338;La Hallotière;21280
76339;Le Hanouard;21270
76340;Harcanville;23490
76341;Harfleur;20130
76342;Hattenville;23080
76343;Haucourt;19750
76344;Haudricourt;21000
76345;Haussez;23170
76346;Hautot-l'Auvray;23300
76347;Hautot-le-Vatois;26280
76348;Hautot-Saint-Sulpice;23270
76349;Hautot-sur-Mer;25170
76350;Hautot-sur-Seine;25350
76351;Le Havre;20180
76352;La Haye;23000
76353;Héberville;24290
76354;Hénouville;28850
76355;Héricourt-en-Caux;22980
76356;Hermanville;21930
76357;Hermeville;27690
76358;Le Héron;21070
76359;Héronchelles;25010
76360;Heugleville-sur-Scie;22350
76361;Heuqueville;27640
76362;Heurteauville;23300
76363;Hodeng-au-Bosc;22730
76364;Hodeng-Hodenger;21960
76365;Houdetot;22490
76366;Le Houlme;21270
76367;Houppeville;28650
76368;Houquetot;25570
76369;La Houssaye-Béranger;24990
76370;Hugleville-en-Caux;23870
76371;Les Ifs;N/A - résultat non disponible
76372;Illois;20060
76373;Imbleville;22170
76374;Incheville;20170
76375;Ingouville;25690
76377;Isneauville;31100
76378;Jumièges;24060
76379;Lamberville;20740
76380;Lammerville;24670
76381;Landes-Vieilles-et-Neuves;21930
76382;Lanquetot;24400
76383;Lestanville;N/A - résultat non disponible
76384;Lillebonne;19530
76385;Limésy;24750
76386;Limpiville;24520
76387;Lindebeuf;23860
76388;Lintot;25500
76389;Lintot-les-Bois;23630
76390;Les Loges;22010
76391;La Londe;27440
76392;Londinières;20480
76393;Longmesnil;N/A - résultat non disponible
76394;Longroy;21890
76395;Longueil;22440
76396;Longuerue;25540
76397;Longueville-sur-Scie;20870
76398;Louvetot;24120
76399;Lucy;23140
76400;Luneray;22490
76401;Arelaune-en-Seine;22900
76402;Malaunay;22540
76403;Malleville-les-Grès;23570
76404;Manéglise;28030
76405;Manéhouville;24470
76406;Maniquerville;25010
76407;Manneville-ès-Plains;24840
76408;Manneville-la-Goupil;25090
76409;Mannevillette;26260
76410;Maromme;18590
76411;Marques;22320
76412;Martainville-Épreville;25470
76413;Martigny;22850
76414;Martin-Église;24570
76415;Massy;21600
76416;Mathonville;23390
76417;Maucomble;22040
76418;Maulévrier-Sainte-Gertrude;23170
76419;Mauny;27410
76420;Mauquenchy;22360
76421;Mélamare;26190
76422;Melleville;21020
76423;Ménerval;19280
76424;Ménonval;21580
76425;Mentheville;26000
76426;Mésangueville;22300
76427;Mesnières-en-Bray;22740
76428;Le Mesnil-Durdent;N/A - résultat non disponible
76429;Le Mesnil-Esnard;28210
76430;Mesnil-Follemprise;20360
76431;Le Mesnil-Lieubray;N/A - résultat non disponible
76432;Mesnil-Mauger;20980
76433;Mesnil-Panneville;24260
76434;Mesnil-Raoul;26150
76435;Le Mesnil-Réaume;22030
76436;Le Mesnil-sous-Jumièges;25990
76437;Meulers;22240
76438;Millebosc;21760
76439;Mirville;24610
76440;Molagnies;22860
76441;Monchaux-Soreng;21680
76442;Monchy-sur-Eu;22660
76443;Mont-Cauvaire;25350
76445;Montérolier;22880
76446;Montigny;32060
76447;Montivilliers;23820
76448;Montmain;26740
76449;Montreuil-en-Caux;24450
76450;Montroty;24160
76451;Mont-Saint-Aignan;28790
76452;Montville;23000
76453;Morgny-la-Pommeraye;26000
76454;Mortemer;N/A - résultat non disponible
76455;Morville-sur-Andelle;21300
76456;Motteville;23200
76457;Moulineaux;22970
76458;Muchedent;23620
76459;Nesle-Hodeng;22050
76460;Nesle-Normandeuse;20970
76461;Neufbosc;22810
76462;Neufchâtel-en-Bray;19450
76463;Neuf-Marché;22790
76464;La Neuville-Chant-d'Oisel;27350
76465;Neuville-Ferrières;21040
76467;Néville;23240
76468;Nointot;24570
76469;Nolléval;21660
76470;Normanville;23440
76471;Norville;25220
76472;Notre-Dame-d'Aliermont;21030
76473;Notre-Dame-de-Bliquetuit;24160
76474;Notre-Dame-de-Bondeville;22570
76475;Franqueville-Saint-Pierre;28970
76476;Port-Jérôme-sur-Seine;22750
76477;Notre-Dame-du-Bec;26510
76478;Notre-Dame-du-Parc;22720
76479;Nullemont;17050
76480;Ocqueville;22750
76481;Octeville-sur-Mer;29440
76482;Offranville;24940
76483;Oherville;22610
76484;Oissel;20400
76485;Omonville;24110
76486;Orival;23850
76487;Osmoy-Saint-Valery;21990
76488;Ouainville;21760
76489;Oudalle;27890
76490;Ourville-en-Caux;21060
76491;Ouville-l'Abbaye;24370
76492;Ouville-la-Rivière;24480
76493;Paluel;22420
76494;Parc-d'Anxtot;26630
76495;Pavilly;21290
76497;Petit-Couronne;21220
76498;Le Petit-Quevilly;18940
76499;Petiville;25070
76500;Pierrecourt;20720
76501;Pierrefiques;26010
76502;Pierreval;26170
76503;Pissy-Pôville;26740
76504;Pleine-Sève;22610
76505;Pommereux;N/A - résultat non disponible
76506;Pommeréval;21490
76507;Ponts-et-Marais;22210
76508;La Poterie-Cap-d'Antifer;25390
76509;Préaux;28900
76510;Prétot-Vicquemare;21970
76511;Preuseville;20050
76512;Puisenval;N/A - résultat non disponible
76513;Quevillon;28870
76514;Quévreville-la-Poterie;25930
76515;Quiberville-sur-Mer;24580
76516;Quièvrecourt;22900
76517;Quincampoix;30410
76518;Raffetot;23770
76519;Rainfreville;N/A - résultat non disponible
76520;Réalcamp;21740
76521;Rebets;23600
76522;La Remuée;27260
76523;Rétonval;20450
76524;Reuville;21910
76526;Ricarville-du-Val;21880
76527;Richemont;19580
76528;Rieux;21360
76529;Riville;23960
76530;Robertot;21950
76531;Rocquefort;25260
76532;Rocquemont;24120
76533;Rogerville;26270
76534;Rolleville;25160
76535;Roncherolles-en-Bray;22740
76536;Roncherolles-sur-le-Vivier;26060
76537;Ronchois;19340
76538;Rosay;23320
76540;Rouen;21330
76541;Roumare;28540
76542;Routes;22230
76543;Rouville;24750
76544;Rouvray-Catillon;21590
76545;Rouxmesnil-Bouteilles;23910
76546;Royville;21290
76547;La Rue-Saint-Pierre;25500
76548;Ry;23600
76549;Saâne-Saint-Just;27290
76550;Sahurs;25060
76551;Sainneville;27440
76552;Sainte-Adresse;32880
76553;Sainte-Agathe-d'Aliermont;20350
76554;Saint-Aignan-sur-Ry;24540
76555;Saint-André-sur-Cailly;27160
76556;Saint-Antoine-la-Forêt;24750
76557;Saint-Arnoult;23650
76558;Saint-Aubin-Celloville;26240
76559;Saint-Aubin-de-Crétot;23850
76560;Saint-Aubin-Épinay;26210
76561;Saint-Aubin-lès-Elbeuf;21590
76562;Saint-Aubin-le-Cauf;23650
76563;Saint-Aubin-Routot;26120
76564;Saint-Aubin-sur-Mer;23280
76565;Saint-Aubin-sur-Scie;24630
76566;Sainte-Austreberthe;22700
76567;Sainte-Beuve-en-Rivière;21710
76568;Saint-Clair-sur-les-Monts;25050
76569;Sainte-Colombe;21430
76570;Saint-Crespin;24210
76571;Sainte-Croix-sur-Buchy;25470
76572;Saint-Denis-d'Aclon;19910
76573;Saint-Denis-le-Thiboult;24370
76574;Saint-Denis-sur-Scie;23620
76575;Saint-Étienne-du-Rouvray;18910
76576;Saint-Eustache-la-Forêt;22430
76577;Sainte-Foy;24030
76578;Sainte-Geneviève;21120
76580;Saint-Georges-sur-Fontaine;29800
76581;Saint-Germain-des-Essourts;24490
76582;Saint-Germain-d'Étables;23940
76583;Saint-Germain-sous-Cailly;25810
76584;Saint-Germain-sur-Eaulne;21360
76585;Saint-Gilles-de-Crétot;23750
76586;Saint-Gilles-de-la-Neuville;27130
76587;Sainte-Hélène-Bondeville;23810
76588;Saint-Hellier;21850
76589;Saint-Honoré;24330
76590;Saint-Jacques-d'Aliermont;23380
76591;Saint-Jacques-sur-Darnétal;27720
76592;Saint-Jean-de-Folleville;25290
76593;Saint-Jean-de-la-Neuville;25000
76594;Saint-Jean-du-Cardonnay;27660
76595;Saint-Jouin-Bruneval;27050
76596;Saint-Laurent-de-Brèvedent;27790
76597;Saint-Laurent-en-Caux;20980
76598;Saint-Léger-aux-Bois;21900
76599;Saint-Léger-du-Bourg-Denis;24510
76600;Saint-Léonard;24030
76601;Saint-Lucien;23040
76602;Saint-Maclou-de-Folleville;22470
76603;Saint-Maclou-la-Brière;23260
76604;Saint-Mards;26370
76605;Sainte-Marguerite-sur-Mer;24530
76606;Morienne;21060
76608;Sainte-Marguerite-sur-Duclair;25590
76609;Sainte-Marie-au-Bosc;27120
76610;Sainte-Marie-des-Champs;23240
76611;Saint-Martin-aux-Arbres;26760
76612;Saint-Martin-au-Bosc;20340
76613;Saint-Martin-aux-Buneaux;21180
76614;Saint-Martin-de-Boscherville;32010
76615;Saint-Martin-du-Bec;26820
76616;Saint-Martin-du-Manoir;29720
76617;Saint-Martin-du-Vivier;36360
76618;Petit-Caux;23230
76619;Saint-Martin-le-Gaillard;24120
76620;Saint-Martin-l'Hortier;23560
76621;Saint-Martin-Osmonville;24060
76622;Saint-Maurice-d'Ételan;26790
76623;Saint-Michel-d'Halescourt;20850
76624;Saint-Nicolas-d'Aliermont;21530
76626;Saint-Nicolas-de-la-Haie;26260
76627;Saint-Nicolas-de-la-Taille;25890
76628;Saint-Ouen-du-Breuil;23430
76629;Saint-Ouen-le-Mauger;22160
76630;Saint-Ouen-sous-Bailly;23460
76631;Saint-Paër;25090
76632;Saint-Pierre-Bénouville;21850
76634;Saint-Pierre-de-Manneville;26100
76635;Saint-Pierre-des-Jonquières;N/A - résultat non disponible
76636;Saint-Pierre-de-Varengeville;25000
76637;Saint-Pierre-en-Port;23200
76638;Saint-Pierre-en-Val;24680
76640;Saint-Pierre-lès-Elbeuf;21990
76641;Saint-Pierre-le-Vieux;27140
76642;Saint-Pierre-le-Viger;20520
76644;Saint-Rémy-Boscrocourt;22780
76645;Saint-Riquier-en-Rivière;18780
76646;Saint-Riquier-ès-Plains;22290
76647;Saint-Romain-de-Colbosc;24950
76648;Saint-Saëns;19530
76649;Saint-Saire;21920
76650;Saint-Sauveur-d'Émalleville;26780
76651;Saint-Sylvain;21080
76652;Saint-Vaast-d'Équiqueville;21160
76653;Saint-Vaast-Dieppedalle;21720
76654;Saint-Vaast-du-Val;24360
76655;Saint-Valery-en-Caux;21390
76656;Saint-Victor-l'Abbaye;21610
76657;Saint-Vigor-d'Ymonville;26950
76658;Saint-Vincent-Cramesnil;29280
76660;Sandouville;25460
76662;Sassetot-le-Malgardé;22210
76663;Sassetot-le-Mauconduit;22220
76664;Sasseville;25440
76665;Sauchay;21860
76666;Saumont-la-Poterie;22260
76667;Sauqueville;25180
76668;Saussay;25550
76669;Sausseuzemare-en-Caux;25040
76670;Senneville-sur-Fécamp;26220
76671;Sept-Meules;20300
76672;Serqueux;19630
76673;Servaville-Salmonville;26930
76675;Sierville;25000
76676;Sigy-en-Bray;21540
76677;Smermesnil;19350
76678;Sommery;22100
76679;Sommesnil;21330
76680;Sorquainville;21320
76681;Sotteville-lès-Rouen;21230
76682;Sotteville-sous-le-Val;25290
76683;Sotteville-sur-Mer;23960
76684;Tancarville;24720
76685;Thérouldeville;22340
76686;Theuville-aux-Maillots;21450
76688;Thiergeville;23940
76689;Thiétreville;22140
76690;Thil-Manneville;22650
76691;Le Thil-Riberpré;23430
76692;Thiouville;22500
76693;Le Tilleul;26800
76694;Tocqueville-en-Caux;23030
76695;Tocqueville-les-Murs;23720
76697;Torcy-le-Grand;23410
76698;Torcy-le-Petit;21090
76699;Le Torp-Mesnil;22370
76700;Tôtes;21170
76702;Touffreville-la-Corbeline;24890
76703;Touffreville-sur-Eu;23840
76705;Tourville-la-Rivière;23500
76706;Tourville-les-Ifs;23290
76707;Tourville-sur-Arques;24610
76708;Toussaint;24820
76709;Le Trait;20610
76710;Trémauville;25830
76711;Le Tréport;18610
76712;La Trinité-du-Mont;23570
76714;Les Trois-Pierres;27770
76715;Trouville;25090
76716;Turretot;25370
76717;Val-de-la-Haye;25200
76718;Valliquerville;25830
76719;Valmont;21310
76720;Varengeville-sur-Mer;26970
76721;Varneville-Bretteville;23010
76723;Vassonville;22600
76724;Vatierville;23920
76725;Vattetot-sous-Beaumont;25220
76726;Vattetot-sur-Mer;23460
76727;Vatteville-la-Rue;23320
76728;La Vaupalière;26730
76730;Veauville-lès-Quelles;23260
76731;Vénestanville;19980
76732;Butot-Vénesville;23000
76733;Ventes-Saint-Rémy;23390
76734;Vergetot;27280
76735;Veules-les-Roses;24280
76736;Veulettes-sur-Mer;23670
76737;Vibeuf;23640
76738;Vieux-Manoir;25920
76739;Vieux-Rouen-sur-Bresle;21600
76740;La Vieux-Rue;26560
76741;Villainville;26240
76743;Villers-Écalles;24790
76744;Villers-sous-Foucarmont;20860
76745;Villy-sur-Yères;22270
76746;Vinnemerville;21980
76747;Virville;26550
76748;Vittefleur;21720
76749;Wanchy-Capval;20610
76750;Yainville;22570
76751;Yébleron;22020
76752;Yerville;21500
76753;Ymare;27890
76754;Yport;22180
76755;Ypreville-Biville;23180
76756;Yquebeuf;29490
76757;Yvecrique;23580
76758;Yvetot;21300
76759;Yville-sur-Seine;23770
77001;Achères-la-Forêt;30970
77002;Amillis;26310
77003;Amponville;28400
77004;Andrezel;28400
77005;Annet-sur-Marne;29060
77006;Arbonne-la-Forêt;31050
77007;Argentières;28190
77008;Armentières-en-Brie;20940
77009;Arville;25060
77010;Aubepierre-Ozouer-le-Repos;26780
77011;Aufferville;25570
77012;Augers-en-Brie;25100
77013;Aulnoy;29020
77014;Avon;24160
77015;Baby;22730
77016;Bagneaux-sur-Loing;21340
77018;Bailly-Romainvilliers;26990
77019;Balloy;23710
77020;Bannost-Villegagnon;26340
77021;Barbey;26060
77022;Barbizon;37280
77023;Barcy;26300
77024;Bassevelle;24850
77025;Bazoches-lès-Bray;23620
77026;Beauchery-Saint-Martin;23390
77027;Beaumont-du-Gâtinais;22800
77029;Beauvoir;24810
77030;Bellot;23800
77031;Bernay-Vilbert;27440
77032;Beton-Bazoches;23480
77033;Bezalles;25580
77034;Blandy;28250
77035;Blennes;26060
77036;Boisdon;27790
77037;Bois-le-Roi;33500
77038;Boissettes;33530
77039;Boissise-la-Bertrand;31310
77040;Boissise-le-Roi;29200
77041;Boissy-aux-Cailles;29860
77042;Boissy-le-Châtel;25070
77043;Boitron;25300
77044;Bombon;26870
77045;Bougligny;24030
77046;Boulancourt;25030
77047;Bouleurs;27400
77048;Bourron-Marlotte;29150
77049;Boutigny;29300
77050;Bransles;23910
77051;Bray-sur-Seine;20690
77052;Bréau;28470
77053;Brie-Comte-Robert;25040
77054;La Brosse-Montceaux;23650
77055;Brou-sur-Chantereine;22750
77056;Burcy;24360
77057;Bussières;21720
77058;Bussy-Saint-Georges;26270
77059;Bussy-Saint-Martin;34890
77060;Buthiers;26030
77061;Cannes-Écluse;23840
77062;Carnetin;29680
77063;La Celle-sur-Morin;26850
77065;Cély;30920
77066;Cerneux;24510
77067;Cesson;27030
77068;Cessoy-en-Montois;26430
77069;Chailly-en-Bière;27330
77070;Chailly-en-Brie;24550
77071;Chaintreaux;25760
77072;Chalautre-la-Grande;23400
77073;Chalautre-la-Petite;27540
77075;Chalifert;28210
77076;Chalmaison;24330
77077;Chambry;25570
77078;Chamigny;24710
77079;Champagne-sur-Seine;21180
77080;Champcenest;25090
77081;Champdeuil;26330
77082;Champeaux;26650
77083;Champs-sur-Marne;23750
77084;Changis-sur-Marne;25770
77085;Chanteloup-en-Brie;27450
77086;La Chapelle-Gauthier;25220
77087;La Chapelle-Iger;29010
77088;La Chapelle-la-Reine;24530
77089;La Chapelle-Rablais;27110
77090;La Chapelle-Saint-Sulpice;25070
77091;Les Chapelles-Bourbon;30250
77093;La Chapelle-Moutils;20800
77094;Charmentray;28430
77095;Charny;28060
77096;Chartrettes;31160
77097;Chartronges;23660
77098;Châteaubleau;24310
77099;Château-Landon;22160
77100;Le Châtelet-en-Brie;26670
77101;Châtenay-sur-Seine;24140
77102;Châtenoy;25410
77103;Châtillon-la-Borde;27950
77104;Châtres;30620
77106;Chauffry;25380
77107;Chaumes-en-Brie;26440
77108;Chelles;23830
77109;Chenoise-Cucharmoy;23080
77110;Chenou;26660
77111;Chessy;27230
77112;Chevrainvilliers;26950
77113;Chevru;23460
77114;Chevry-Cossigny;28480
77115;Chevry-en-Sereine;24350
77116;Choisy-en-Brie;24430
77117;Citry;23110
77118;Claye-Souilly;27510
77119;Clos-Fontaine;25330
77120;Cocherel;23200
77121;Collégien;26810
77122;Combs-la-Ville;24650
77123;Compans;26040
77124;Conches-sur-Gondoire;31060
77125;Condé-Sainte-Libiaire;29670
77126;Congis-sur-Thérouanne;25660
77127;Coubert;26930
77128;Couilly-Pont-aux-Dames;28840
77129;Coulombs-en-Valois;24540
77130;Coulommes;25710
77131;Coulommiers;21030
77132;Coupvray;30190
77133;Courcelles-en-Bassée;25930
77134;Courchamp;25580
77135;Courpalay;26530
77136;Courquetaine;32790
77137;Courtacon;21940
77138;Courtomer;27640
77139;Courtry;26930
77140;Coutençon;26040
77141;Coutevroult;27100
77142;Crécy-la-Chapelle;26890
77143;Crégy-lès-Meaux;24800
77144;Crèvecœur-en-Brie;27290
77145;Crisenoy;28400
77146;Croissy-Beaubourg;30400
77147;La Croix-en-Brie;24860
77148;Crouy-sur-Ourcq;23830
77150;Cuisy;26400
77151;Dagny;25270
77152;Dammarie-les-Lys;20310
77153;Dammartin-en-Goële;25560
77154;Dammartin-sur-Tigeaux;27550
77155;Dampmart;26590
77156;Darvault;24720
77157;Dhuisy;25080
77158;Diant;23540
77159;Donnemarie-Dontilly;23170
77161;Dormelles;26610
77162;Doue;25380
77163;Douy-la-Ramée;26010
77164;Échouboulains;25160
77165;Les Écrennes;28120
77167;Égligny;24590
77168;Égreville;22690
77169;Émerainville;26240
77171;Esbly;27620
77172;Esmans;24000
77173;Étrépilly;25840
77174;Everly;24140
77175;Évry-Grégy-sur-Yerre;29590
77176;Faremoutiers;24820
77177;Favières;28690
77178;Faÿ-lès-Nemours;26090
77179;Féricy;29840
77180;Férolles-Attilly;34290
77181;Ferrières-en-Brie;29080
77182;La Ferté-Gaucher;19200
77183;La Ferté-sous-Jouarre;21220
77184;Flagy;25780
77185;Fleury-en-Bière;32710
77186;Fontainebleau;27340
77187;Fontaine-Fourches;21280
77188;Fontaine-le-Port;31180
77190;Fontains;25990
77191;Fontenailles;27010
77192;Fontenay-Trésigny;24880
77193;Forfry;28170
77194;Forges;23650
77195;Fouju;28330
77196;Fresnes-sur-Marne;29260
77197;Frétoy;25140
77198;Fromont;25670
